race_id,track,year,driver,lap,stint_no,compound,tire_age_laps,last_laps_json,cheap_stop_flag_true,pitted_this_lap,pitted_within2
2023_Monaco,MONACO GRAND PRIX,2023,BOT,7,1,HARD,6,"[80.021, 80.142, 80.341, 80.022, 79.165]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,8,1,HARD,7,"[80.142, 80.341, 80.022, 79.165, 79.167]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,9,1,HARD,8,"[80.341, 80.022, 79.165, 79.167, 78.774]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,10,1,HARD,9,"[80.022, 79.165, 79.167, 78.774, 79.007]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,11,1,HARD,10,"[79.165, 79.167, 78.774, 79.007, 79.527]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,12,1,HARD,11,"[79.167, 78.774, 79.007, 79.527, 79.38]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,13,1,HARD,12,"[78.774, 79.007, 79.527, 79.38, 80.206]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,14,1,HARD,13,"[79.007, 79.527, 79.38, 80.206, 79.511]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,15,1,HARD,14,"[79.527, 79.38, 80.206, 79.511, 80.067]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,16,1,HARD,15,"[79.38, 80.206, 79.511, 80.067, 80.912]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,17,1,HARD,16,"[80.206, 79.511, 80.067, 80.912, 80.48]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,18,1,HARD,17,"[79.511, 80.067, 80.912, 80.48, 80.577]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,19,1,HARD,18,"[80.067, 80.912, 80.48, 80.577, 78.764]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,20,1,HARD,19,"[80.912, 80.48, 80.577, 78.764, 77.824]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,21,1,HARD,20,"[80.48, 80.577, 78.764, 77.824, 78.024]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,22,1,HARD,21,"[80.577, 78.764, 77.824, 78.024, 78.024]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,23,1,HARD,22,"[78.764, 77.824, 78.024, 78.024, 78.26]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,24,1,HARD,23,"[77.824, 78.024, 78.024, 78.26, 78.737]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,25,1,HARD,24,"[78.024, 78.024, 78.26, 78.737, 80.068]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,26,1,HARD,25,"[78.024, 78.26, 78.737, 80.068, 80.203]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,27,1,HARD,26,"[78.26, 78.737, 80.068, 80.203, 80.222]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,28,1,HARD,27,"[78.737, 80.068, 80.203, 80.222, 80.162]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,29,1,HARD,28,"[80.068, 80.203, 80.222, 80.162, 79.853]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,30,1,HARD,29,"[80.203, 80.222, 80.162, 79.853, 80.208]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,31,1,HARD,30,"[80.222, 80.162, 79.853, 80.208, 79.393]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,32,1,HARD,31,"[80.162, 79.853, 80.208, 79.393, 79.021]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,33,1,HARD,32,"[79.853, 80.208, 79.393, 79.021, 79.47]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,34,1,HARD,33,"[80.208, 79.393, 79.021, 79.47, 78.655]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,BOT,35,1,HARD,34,"[79.393, 79.021, 79.47, 78.655, 80.226]",0,0,0
